Time,Antisurge_Valve_Opening_1st_stage,Antisurge_Valve_Opening_2nd_stage,Proc_Comp_bearing_DE_Side_radial_vibration_X_DIRECT,Proc_Comp_bearing_DE_Side_radial_vibration_Y_DIRECT,Proc_Comp_bearing_NDE_Side_radial_vibration_X_DIRECT,Proc_Comp_bearing_NDE_Side_radial_vibration_Y_DIRECT,Proc_comp_1st_STG_jornal_bearing_1_temperature_senA,Proc_comp_1st_STG_jornal_bearing_1_temperature_senB,Proc_comp_1st_STG_journal_bearing_1_temp_C,Proc_comp_1st_STG_jornal_bearing_2_temperature_senA,Proc_comp_1st_STG_jornal_bearing_2_temperature_senB,Proc_comp_1st_STG_journal_bearing_2_temp_C,Proc_Comp_axial_displacement_A,Proc_Comp_axial_displacement_B,Bearing_Metal_Temp_Thrust_Active_TC_1,Bearing_Metal_Temp_Thrust_Active_TC_2,Bearing_Metal_Temp_Thrust_Inactive_TC_1,Bearing_Metal_Temp_Thrust_Inactive_TC_2,Bearing_Metal_Temp_Thrust_Active_TC_3,Bearing_Metal_Temp_Thrust_Inactive_TC_3,Initial_Massflow_11,Phase_Mech_Total_22,Initial_Massflow_21,Phase_Mech_Total_21,Suction_Pressure_In,Discharge_pressure_out,Pressure_1st_side_stream,Compressor_Inlet_Temperature_from_Suction_Drum_In,Discharge_temperature_Out
1/1/17 0:00,0,0.0977,12.9469,12.9612,13.4566,14.5845,68,60.6279,66,62.4667,68,67,0.2255,0.3153,72,78,59,60,67,57,200.2894,9650.2129,296.6315,14264.0469,2.442,12.7399,5.9215,       NaN,62.3687
1/1/17 1:00,0,0.0977,13.0503,12.9511,13.9839,14.9798,68,60,66,62,68,66,0.2239,0.3136,72,78,58,60,67,57,206.6563,9684.8242,304.2456,14102.2812,2.6015,12.8161,6.1165,       NaN,61.7827
1/1/17 2:00,0,0.0977,13.5272,12.9191,13.8653,14.2691,68,60,66,62.2241,68,67,0.2302,0.3179,73,78,58.7167,60,67,57,194.0238,9492.3721,288.8894,14116.2637,2.3509,12.6652,5.8099,       NaN,62.6016
1/1/17 3:00,0,0.0977,13.2194,12.9191,13.5171,14.8048,68,60,66,62,68,67,0.2276,0.3173,73,78,58,59,67,57,201.3181,9627.5781,298.0394,14239.6523,2.4777,12.8015,5.969,       NaN,62.2654
1/1/17 4:00,0,0.0977,13.1159,13.163,13.4061,14.9823,68,60,66,62,68,67,0.2269,0.3156,72,78,58,60,67,57,202.175,9636.1729,298.5949,14199.5488,2.5006,12.8015,5.9946,       NaN,62.2222
1/1/17 5:00,0,0.0977,13.2497,12.9763,13.507,14.529,68,60,66,62,68,67,0.228,0.3155,72.25,78,59,60,67,57,201.0649,9638.5566,297.8561,14253.9854,2.4762,12.8015,5.969,       NaN,62.4176
1/1/17 6:00,0,0.0977,13.1538,12.7677,13.56,14.8292,68,60,66,62,68,66,0.2244,0.3139,72,78,58,60,67,57,204.565,9670.9316,301.0361,14213.8525,2.5282,12.7985,6.019,       NaN,62.0383
1/1/17 7:00,0,0.0977,13.0554,12.9629,13.7568,14.8688,68,60,66,62,68,67,0.229,0.3159,73,78,59,60,67,57,202.6562,9623.209,298.5958,14206.3096,2.4991,12.8498,5.9959,       NaN,62.4493
1/1/17 8:00,0,0.0977,12.8485,12.7088,13.5474,14.5601,68,60,66,62,68,67,0.2245,0.3144,72,78,58,60,67,57,202.7466,9730.2432,300.4327,14286.5127,2.4891,12.8425,6.01,       NaN,62.4664
1/1/17 9:00,0,0.0977,13.232,13.2387,13.7417,15.0605,68,60,66,62,68,67,0.232,0.3203,73,78,58,59,68,57,199.7459,9627.3916,297.6612,14237.0361,2.4845,13.0066,6.0434,       NaN,62.7652
1/1/17 10:00,0,0.0977,13.1639,13.047,14.317,14.7788,68.4107,60,66,62,68,67,0.2518,0.3363,76,80,59,59,71,57,201.6741,9709.1572,301.4303,14367.2734,2.598,13.7158,6.3397,       NaN,64.0521
1/1/17 11:00,0,0.0977,13.1159,12.9275,14.4684,15.1976,68,60,65,62,68,66,0.2608,0.3431,77,80,58,59,72,57,206.851,9838.4961,310.6499,14322.0811,2.7675,14.1888,6.6796,       NaN,64.3769
1/1/17 12:00,0,0.0488,13.1866,12.5103,14.9276,15.3229,69,60,66,62,68,66,0.2703,0.3506,78,81,59,59,73.25,57,206.9907,9800.2256,310.9366,14293.6689,2.8457,14.6093,6.8591,       NaN,65.1241
1/1/17 13:00,0,0.0733,13.338,12.1756,14.7813,15.5198,69,60,66,62,68,66.4286,0.2669,0.3494,78,80,59,59,73,57,205.763,9826.2959,309.543,14319.6699,2.7968,14.4673,6.7809,       NaN,65.0549
1/1/17 14:00,0,0.0944,13.2017,12.3421,14.9529,15.5913,68,60,65,62,67,66,0.2677,0.3486,78,80,58,59,73,57,209.4138,9849.0625,313.1418,14239.9482,2.883,14.4878,6.8758,       NaN,64.8107
1/1/17 15:00,0,0.0765,13.3102,12.1958,14.6703,15.201,68,60,65,62,67.5,66,0.2575,0.3408,77,80,58.6429,59,71.3265,57,207.4414,9676.1787,310.7054,13952.9131,2.8379,13.9524,6.7026,       NaN,63.5727
1/1/17 16:00,0,0.0977,12.9015,12.9141,14.6425,15.3574,68,60,66,62,68,66,0.2556,0.3393,76,80,59,59,71,57,206.4011,9680.2158,307.6895,14018.0967,2.7839,13.8358,6.5987,       NaN,63.5352
1/1/17 17:00,0,0.0977,12.7551,12.983,14.3044,14.9192,68,60,65,62,68,66,0.2505,0.3352,76,80,58.2075,59,71,57,211.3815,9723.5273,313.3259,14030.1514,2.8669,13.8117,6.6672,       NaN,63.1445
1/1/17 18:00,0,0.0733,12.8106,12.7862,14.1379,15.1337,68,60,66,62,68,66,0.2483,0.3349,76,80,59,59,70,57,206.0198,9610.7432,306.4414,13954.3867,2.716,13.5846,6.4561,       NaN,63.0843
1/1/17 19:00,0,0.0977,13.2219,13.0285,14.1984,14.8528,68.8214,61,66,62,68,67,0.2381,0.3262,75,79,59,60,69,57,203.1662,9727.4404,303.6814,14170.6846,2.5851,13.2256,6.2399,       NaN,62.8026
1/1/17 20:00,0,0.0977,13.2118,12.9931,14.0899,14.9638,68,60,66,62,68,67,0.2355,0.3238,74,79,59,60,68,57,205.3164,9757.4053,305.8145,14131.8691,2.6144,13.1623,6.2586,       NaN,62.4347
1/1/17 21:00,0,0.0977,13.1815,13.1445,14.4331,15.1581,68,60,66,62,68,66,0.233,0.3211,74,79,59,60,68,57,210.4012,9766.9434,311.7625,14062.5264,2.7319,13.226,6.3902,       NaN,62.0757
1/1/17 22:00,0,0.0977,12.9645,12.8266,13.8906,14.709,68.2333,61,66,62,68,67,0.2329,0.3228,74,79,59,60,68,57,204.2887,9867.0859,306.1263,14262.9229,2.5753,13.167,6.2401,       NaN,62.9003
1/1/17 23:00,0,0.0977,13.3531,12.6045,13.666,14.2867,68,61,66,62,68,67,0.229,0.3187,74,79,59,60,68,57,205.5157,9868.1221,306.2805,14264.0752,2.5705,13.0212,6.1855,       NaN,62.4176
1/2/17 0:00,0,0.0977,13.5171,12.9191,13.7568,14.4381,68,60,66,62,68,67,0.2294,0.3186,74,79,59,60,68,57,205.1033,9748.4512,304.2493,14133.6855,2.5739,12.9967,6.1644,       NaN,62.3142
1/2/17 1:00,0,0.0977,13.2774,13.1142,14.0066,14.8898,68,60,66,62,68,66.6923,0.228,0.317,73,79,58.381,60,67,57,206.9866,9765.0811,306.8126,14167.5166,2.621,13.0062,6.2088,       NaN,62.1302
1/2/17 2:00,0,0.0977,12.8888,12.6668,14.047,14.6913,68,60,66,62,68,66,0.2302,0.3175,74,79,59,60,68,57,209.3323,9778.6367,310.0885,14067.8662,2.6911,13.1018,6.3194,       NaN,61.9894
1/2/17 3:00,0,0.0977,13.0327,12.65,14.3952,15.37,68,60,66,62,68,66,0.2312,0.3194,74,79,59,60,68,57,207.5093,9659.252,307.3186,13972.3906,2.6862,13.1154,6.3045,       NaN,61.978
1/2/17 4:00,0,0.0977,13.1033,12.9376,13.6862,15.4155,68,61,66,62,68,67,0.2213,0.3115,73,79,59,60,67,57,204.8476,9763.9854,304.3127,14133.3457,2.5382,12.7868,6.0824,       NaN,61.8315
1/2/17 5:00,0,0.0977,13.174,12.9057,13.6105,14.3649,68,60.2258,66,62,68,67,0.218,0.3076,72,79,59,60,66,57,207.1575,9789.2373,305.9926,14130.6367,2.5722,12.7341,6.0942,       NaN,61.6532
1/2/17 6:00,0,0.0977,13.0781,12.8737,14.1101,14.7779,68,61,66,63,68,67,0.2195,0.3086,72.7679,79,59,60,66.8039,57,202.5246,9697.7158,299.7102,14151.0479,2.4972,12.6938,5.9905,       NaN,62.1188
1/2/17 7:00,0,0.0977,13.285,12.8872,13.6256,14.7518,68,60,66,62,68,67,0.2123,0.3047,72,79,59,60,66,57,205.0438,9797.6592,303.1898,14200.4072,2.5201,12.6158,6.0064,       NaN,61.7827
1/2/17 8:00,0,0.0977,13.2017,13.1025,13.6433,14.8746,68,61,66,62.5385,68,67,0.2064,0.2992,71,79,59,60,65,57,202.5561,9719.5957,299.2222,14190.7578,2.4762,12.4326,5.8982,       NaN,61.7395
1/2/17 9:00,0,0.0977,13.6256,13.1159,13.3228,14.3397,68,61,66,63,68,67,0.1997,0.2912,71,79,59,61,65,58,197.3657,9604.5752,292.3816,14196.3984,2.3834,12.2029,5.7276,       NaN,61.6907
1/2/17 10:00,0,0.0977,13.3027,12.7543,13.5499,14.465,68,60,66,62,68,66,0.1953,0.2865,70,78,58,60,64,57,205.944,9742.8437,303.003,14005.3857,2.5382,12.2542,5.9364,       NaN,60.8604
1/2/17 11:00,0,0.0977,13.0024,12.946,13.7089,14.8957,68,60,65,62,67.2069,66,0.228,0.3141,73.5714,80,58,59.4062,67,57,205.2654,9679.623,303.6281,14084.166,2.5853,13.0055,6.1624,       NaN,62.1937
1/2/17 12:00,0,0.0977,12.9242,12.7677,13.8073,14.8637,68,60,66,62,68,67,0.2186,0.3083,72,79,59,60,66,57,202.4941,9682.1387,301.5186,14003.8604,2.5316,12.7388,6.07,       NaN,61.7827
1/2/17 13:00,0,0.0977,12.8434,13.1159,14.3019,14.8948,68,60,66,62,68,66,0.2394,0.324,75,80,59,60,69,57,210.7378,9706.5186,310.2357,14040.7812,2.7643,13.4784,6.461,       NaN,62.5039
1/2/17 14:00,0,0.0977,13.2017,12.8687,13.7266,14.8217,68,60,65,62,67,66,0.2163,0.3056,72,78.3684,58,60,66,57,206.0814,9656.5986,304.251,13943.0107,2.6017,12.6932,6.109,       NaN,61.5442
1/2/17 15:00,0,0.0977,13.0377,13.015,13.9234,15.0008,68,60,66,62,68,66,0.229,0.3177,74,79,58.2,60,68,57,203.903,9686.4561,303.5795,14158.9766,2.5983,13.1048,6.2037,       NaN,62.521
1/2/17 16:00,0,0.0977,13.0806,13.2303,13.8275,14.8603,68,61,66,62,68,67,0.2254,0.3136,74,79,59,60,67.5862,57,205.4895,9699.9844,304.361,14085.0703,2.6002,12.9978,6.1821,       NaN,62.2654
1/2/17 17:00,0,0.0977,13.2497,12.9006,13.8578,14.8023,68,60.5,66,62,68,67,0.2275,0.3153,74,79,59,60,68,57,204.766,9707.2559,303.4047,14133.1357,2.5949,13.0227,6.178,       NaN,62.4721
1/2/17 18:00,0,0.0977,12.7702,12.6988,13.8628,14.5895,68,60,66,62,68,67,0.2219,0.3113,73,79,59,60,67,57,204.341,9743.6992,303.9889,14119.8418,2.5788,12.8674,6.1421,       NaN,62.1359
1/2/17 19:00,0,0.0977,13.0579,12.9225,13.6837,14.4709,68,60.2424,66,62,68,67,0.2192,0.3086,73,79,59,60,66.7778,57.3846,205.156,9778.8018,303.6209,14238.6826,2.5365,12.7736,6.0549,       NaN,62.0269
1/2/17 20:00,0,0.0977,13.0503,12.7088,13.4692,14.5954,68,60,65.7719,62,67.25,66,0.2111,0.301,71,79,58,60,65,57,208.3731,9725.6924,305.9599,14100.7539,2.6095,12.6593,6.0865,       NaN,61.4294
1/2/17 21:00,0,0.0977,13.0453,13.0015,13.7821,15.2456,68,60,65,62,67,66,0.2119,0.302,72,78,58,60,65,57,213.5768,9806.0859,312.9217,14011.4717,2.7448,12.8366,6.2901,       NaN,61.2511
1/2/17 22:00,0,0.0765,13.1336,12.7913,13.7064,15.2346,68,60,65,62,67,66,0.2121,0.3017,72,79,58,60,65.7647,57,214.5938,9841.6875,313.8477,14055.6611,2.7431,12.8352,6.2855,       NaN,61.3057
1/2/17 23:00,0,0.0765,13.0579,13.1698,13.5979,14.7704,67.4286,60,65,62,67,66,0.191,0.2827,69,78,58,60,63,57,217.7273,9775.3916,314.76,13896.4395,2.7951,12.4659,6.2191,       NaN,60.3289
1/3/17 0:00,0,0.0765,12.8712,13.2959,13.4566,14.5601,68,60,66,62,67,66,0.195,0.2876,70,78,58,60,64,57,215.5291,9701.5781,312.6971,13808.5586,2.7775,12.5084,6.2188,       NaN,60.4151
1/3/17 1:00,0,0.0977,13.3279,12.9662,13.8073,14.8393,68,60,65,62,67,66,0.1934,0.2856,70,78,58,60,63.2381,57,214.3001,9740.3604,308.8732,14007.5801,2.6943,12.3985,6.0757,       NaN,60.849
1/3/17 2:00,0,0.0977,13.1134,12.6617,13.5398,15.1816,68,60,66,62,68,66,0.1821,0.2759,69,78,58,60,63,57,214.4634,9838.6738,310.2992,13946.7637,2.6847,12.1832,6.0493,       NaN,60.28
1/3/17 3:00,0,0.0977,13.1866,12.9561,13.4566,14.8789,68,60,65,62,67,66,0.1867,0.2793,69,78,58,60,63,57,212.5653,9755.7334,306.7319,14050.1914,2.6342,12.2256,5.9731,       NaN,60.665
1/3/17 4:00,0,0.0977,12.9141,12.8115,13.3935,14.8578,68,60,65,62,67,66,0.1935,0.2844,69,78,58,60,63,57,213.9216,9700.1299,309.2619,13901.6504,2.7106,12.3795,6.1008,       NaN,60.4265
1/3/17 5:00,0,0.0977,12.9141,13.0133,13.237,14.407,68,60,66,62,67.4884,66,0.1959,0.2879,70,78,58,60,64,57,212.226,9751.5684,306.9846,14093.2656,2.6325,12.3751,6.0085,       NaN,60.9898
1/3/17 6:00,0,0.0977,13.4944,13.2572,13.613,14.8023,68,60,66,62.5532,68,67,0.178,0.2738,69,78,59,60,63,57,210.1842,9791.1816,302.7632,14165.3193,2.5477,12.0015,5.8194,       NaN,60.8059
1/3/17 7:00,0,0.0977,13.3784,12.7913,13.6231,14.7804,68,60,65,62,67,66,0.1898,0.282,69,78,58,60,63,57,212.7343,9738.9766,308.81,13965.6113,2.6943,12.3736,6.0913,       NaN,60.6276
1/3/17 8:00,0,0.0765,13.1058,12.7358,13.9966,14.7174,68,60,65,62,67,66,0.2036,0.2933,71,79,58,60,65,57,213.6178,9731.4111,311.6022,13942.6094,2.7416,12.7194,6.2396,       NaN,61.0444
1/3/17 9:00,0,0.0765,12.7198,12.9645,13.9587,15.1076,68,60,65,62,67,66,0.208,0.298,72,79,58,60,65.3871,57,213.5221,9716.874,313.2352,13983.7324,2.7871,12.9026,6.3332,       NaN,61.3488
1/3/17 10:00,0,0.0977,13.02,12.6348,14.1328,14.8259,68,60,66,62,68,66,0.2239,0.3098,73,80,58,60,67,57,207.2415,9784.5918,306.715,14251.6738,2.6244,13.1004,6.224,       NaN,62.5153
1/3/17 11:00,0,0.0977,13.4641,12.8451,14.0394,15.2187,68,60,65.0741,62,68,66,0.2208,0.3091,73,79.2,58,60,67,57,207.0171,9766.125,307.3452,14165.1738,2.6374,13.0271,6.234,       NaN,62.2222
1/3/17 12:00,0,0.0765,12.8434,12.7374,14.0344,14.8418,68,60,65,62,67.9474,66,0.2162,0.3068,72.2692,79,58,60,66,57,210.7749,9901.6318,311.4906,14223.8066,2.6618,12.9861,6.2596,       NaN,62.0326
1/3/17 13:00,0,0.0765,13.237,12.8636,13.8805,15.0992,68,60,66,62,68,66,0.2211,0.3086,73,79,58,60,67,57,207.8101,9845.7871,307.6095,14315.8584,2.6129,13.0095,6.1937,       NaN,62.4607
1/3/17 14:00,0,0.0944,13.0806,12.8636,13.7341,14.4306,68,60,66,62,68,67,0.226,0.313,74,80,59,60,67,57,206.1698,9857.7061,306.2665,14364.8037,2.5868,13.115,6.1986,       NaN,62.7595
1/3/17 15:00,0,0.0977,13.1891,13.0571,14.0546,15.0462,68,60,65,62,67,66,0.2311,0.3159,74,80,58,59,68,57,211.8842,9818.624,312.4129,14160.3652,2.7448,13.3392,6.4168,       NaN,62.4233
1/3/17 16:00,0,0.0977,13.2724,13.0537,13.6988,14.7779,68,60,65,62,67,66,0.2268,0.3123,73,79,58,59,67,57,213.3311,9794.2432,313.8091,14068.251,2.7841,13.2513,6.4349,       NaN,62.1734
1/3/17 17:00,0,0.0977,13.0528,13.1832,13.9133,14.8587,68,60,65,62,67,66,0.2198,0.307,73,79,58,60,66,57,216.9863,9896.7207,318.2527,14184.4863,2.8098,13.137,6.4267,       NaN,61.777
1/3/17 18:00,0,0.0977,13.1664,12.9141,13.724,14.5609,68,60,65,62,67,66,0.2102,0.2989,71,79,58,60,65,57,215.81,9809.8975,313.9991,14100.7324,2.758,12.8366,6.2731,       NaN,61.4294
1/3/17 19:00,0,0.0977,12.8333,12.8232,13.5323,14.656,68,60,65,62,67,66,0.2071,0.2967,71,79,58,60,65,57,212.743,9775.9121,310.3654,14138.958,2.7057,12.759,6.1951,       NaN,61.5385
1/3/17 20:00,0,0.0977,12.6037,12.7778,13.4288,14.5819,68,60,65,62,67,66,0.2004,0.2912,70,78,58,60,64,57,214.4668,9856.1172,312.4357,14138.0244,2.7204,12.6388,6.1931,       NaN,61.2943
1/3/17 21:00,0,0.0977,12.9393,12.9343,13.7139,14.9932,68,60,65,62,67,66,0.2003,0.2901,70,78,58,60,64,57,214.2614,9850.5225,311.8759,14086.457,2.7074,12.5612,6.1654,       NaN,61.1046
1/3/17 22:00,0,0.0977,13.0579,13.4406,13.232,14.9007,68,60,66,62,67,66,0.1908,0.2841,70,78,58,60,63,57,214.4193,9905.5498,311.0643,14142.5723,2.6537,12.3663,6.0604,       NaN,60.941
1/3/17 23:00,0,0.0977,12.5255,12.5339,13.3784,14.2077,68,60,66,62,67.8333,66,0.1781,0.2729,68,78,58,60,62,57,213.3834,9793.958,307.1298,14143.3818,2.6486,12.1626,5.9595,       NaN,60.7139
1/4/17 0:00,0,0.0977,13.1588,13.047,13.4616,15.0647,68,60,65,62,67,66,0.1862,0.2803,69,78,58,60,63,57,220.6911,9955.1729,317.562,14120.4121,2.7724,12.463,6.1931,       NaN,60.6105
1/4/17 1:00,0,0.0977,12.9141,13.0083,13.5928,14.645,68,60,66,62,67,66,0.1902,0.2811,69.6667,78,58,60,63,57,218.0286,9862.3096,314.3129,14041.7959,2.7597,12.4454,6.1712,       NaN,60.8376
1/4/17 2:00,0,0.0977,12.8737,12.6079,13.449,14.3641,68,60,66,62,67,66,0.1913,0.2823,70,78,58,60,63,57,212.8026,9776.9912,308.8065,14093.8203,2.6879,12.4322,6.0884,       NaN,61.0932
1/4/17 3:00,0,0.0977,13.227,13.1546,13.6938,14.2262,68,60,65.5937,62,67,66,0.188,0.2786,69,78,58,60,63,57,213.1935,9768.8047,309.5952,13978.4219,2.7074,12.3839,6.1117,       NaN,60.7627
1/4/17 4:00,0,0.0977,13.0024,13.1513,13.5398,14.8132,67,60,65,62,67,66,0.1812,0.2755,69,78,58,60,63,57,219.3418,9836.9219,315.4817,13977.8965,2.7937,12.3722,6.1835,       NaN,60.3663
1/4/17 5:00,0,0.0977,12.9216,13.2354,13.5726,14.4734,68,60,66,62,67,66,0.183,0.2756,69,78,58,60,63,57,217.763,9868.0752,313.0067,14039.0713,2.7416,12.3253,6.1189,       NaN,60.6162
1/4/17 6:00,0,0.0977,12.9292,12.8855,13.1462,14.7443,68,60,66,62,67,66,0.1862,0.2795,69,78,58,60,63,57,216.5636,9876.1299,312.2692,14125.7861,2.7187,12.3839,6.1086,       NaN,60.8376
1/4/17 7:00,0,0.0977,13.0528,13.4103,12.7652,14.4331,67,60,65,62,67,66,0.168,0.2637,67,77,58,60,61,56.5,216.2849,9988.9932,311.3743,13983.416,2.6733,11.9839,6.0015,       NaN,60.2198
1/4/17 8:00,0,0.0977,13.2244,12.9999,13.4364,14.7022,68,60,66,62,67.6667,66,0.1885,0.2791,70,78,58,60,63,57,217.6659,9874.1338,313.8123,14105.9277,2.7431,12.4425,6.1493,       NaN,60.8059
1/4/17 9:00,0,0.0977,13.1563,12.9427,14.1807,15.6072,67.017,60,65,62,67,66,0.201,0.289,70.1951,78,58,60,64,57,222.9299,9773.5127,320.0202,13990.3086,2.906,12.8044,6.3826,       NaN,60.7456
1/4/17 10:00,0,0.0977,12.4321,13.5668,13.7997,14.7333,68,60,65,62,67,66,0.2081,0.296,71,79,58,60,65,57,221.3504,9895.1318,321.2018,14104.6123,2.8896,12.9963,6.4524,       NaN,61.3919
1/4/17 11:00,0,0.0977,13.3228,12.9006,13.9587,14.9403,68,60,65,62,67,66,0.2138,0.2995,72,79,58,60,65.4348,57,221.9395,9844.8486,323.4189,14022.9463,2.9451,13.2117,6.5728,       NaN,61.3976
1/4/17 12:00,0,0.0977,12.6088,13.0722,13.4919,14.9882,67,60,65,62,67,66,0.1934,0.2841,70,78,58,60,63,57,223.1844,9957.165,325.5792,13779.4277,2.9485,12.7824,6.5273,       NaN,60.4265
1/4/17 13:00,0,0.0733,12.5078,12.9376,13.6685,14.6989,67.8571,60,65,61.3929,67,66,0.2142,0.3014,72,79,58,60,65.6977,57,225.8793,9902.4033,327.6884,14026.5654,3.02,13.2674,6.6603,       NaN,61.3431
1/4/17 14:00,0,0.0733,13.3607,12.9292,14.0748,15.148,67,60,65,62,67,66,0.2031,0.2902,71,78,58,60,64,57,223.5119,9764.7363,322.0726,13982.9473,2.9678,12.9612,6.4883,       NaN,61.0444
1/4/17 15:00,0,0.0977,12.9141,12.8771,14.4608,15.344,67.7143,60,65,62,67,66,0.2154,0.3026,72,79,58,60,66,57,225.6368,9808.9717,326.8647,13926.3164,3.0623,13.3304,6.7065,       NaN,61.3862
1/4/17 16:00,0,0.0977,12.3892,13.0032,13.9158,15.1194,68,60,65.4035,62,67,66,0.1987,0.2888,71,79,58,60,64,57,222.2361,9900.0596,322.5338,13987.5645,2.9109,12.8498,6.4524,       NaN,60.9035
1/4/17 17:00,0,0.0977,12.5684,12.6045,14.1934,15.312,68,60,65,62,67,66,0.2136,0.2998,72,79,58,60,66,57,223.1168,9836.2725,324.6061,13986.1543,2.9988,13.2469,6.6319,       NaN,61.4294
1/4/17 18:00,0,0.0977,12.9115,13.3279,14.0874,15.1716,67,60,65,62,67,66,0.2024,0.2911,71,78,58,60,64,57,225.781,9920.1133,325.8411,14043.0312,2.9614,12.956,6.5115,       NaN,60.9524
1/4/17 19:00,0,0.0977,13.0301,12.8098,14.158,15.1875,68,60,65,62,67,66,0.2092,0.2954,71.8293,79,58,60,65,57,223.719,9843.5127,324.5005,13999.0127,2.9873,13.1245,6.581,       NaN,61.2454
1/4/17 20:00,0,0.0977,13.1285,12.6718,14.423,14.9722,67,60,65,62,67,66,0.2088,0.2956,71,79,58,60,65,57,224.6642,9873.3945,325.9606,13954.4043,3.0005,13.1004,6.6015,       NaN,61.1477
1/4/17 21:00,0,0.0977,13.0629,13.0268,14.1278,14.8444,67,60,65,62,67,66,0.2039,0.2905,71,78.0345,58,60,64,57,223.4829,9858.0596,324.646,13888.8564,2.981,12.9714,6.5584,       NaN,60.9092
1/4/17 22:00,0,0.0977,13.1437,12.9915,13.4364,14.4785,67,60,65,61.549,67,66,0.1747,0.2693,68,77,58,60,62,56,224.0447,9989.4863,324.0921,13732.335,2.9206,12.4205,6.3966,       NaN,59.8893
1/4/17 23:00,0,0.0977,12.7652,13.4557,13.5348,14.8183,67,60,65,62,67,66,0.1875,0.2784,69,78,58,60,63,57,222.8454,9838.3164,321.2274,13873.9834,2.9304,12.6073,6.3935,       NaN,60.372
1/5/17 0:00,0,0.0977,12.687,13.2858,13.7291,14.3271,67,60,65,62,67,66,0.1722,0.266,68,77,58,60,62,57,224.9011,9944.3398,322.241,13869.3906,2.9158,12.37,6.3268,       NaN,59.987
1/5/17 1:00,0,0.0977,12.5911,12.9225,13.5096,14.8738,67,60,65,61,67,66,0.1691,0.2623,67,77,58,60,61,56,233.179,9960.9268,331.2048,13783.8301,3.0869,12.4813,6.5091,       NaN,59.5417
1/5/17 2:00,0,0.0977,12.9317,13.084,13.56,14.8999,67,60,65,62,67,66,0.177,0.2689,68,78,58,60,62,57,221.731,9861.3193,317.7921,13891.5186,2.8525,12.3355,6.2376,       NaN,60.3289
1/5/17 3:00,0,0.0977,12.8838,13.2438,13.5297,14.9747,67,60,65,62,67,66,0.1713,0.2652,68,77,58,60,62,57,225.3265,9941.6865,322.736,13847.2461,2.9336,12.37,6.3446,       NaN,59.9324
1/5/17 4:00,0,0.0977,13.0024,13.2354,13.0756,14.2287,68,60,66,62,67,66,0.1748,0.2683,68,78,58,60,62,57,222.4763,9980.4072,319.5646,13964.8135,2.831,12.3026,6.2293,       NaN,60.1278
1/5/17 5:00,0,0.0977,12.9469,12.7963,13.507,14.8183,67,60,65,62,67,66,0.1825,0.2739,69,78,58,60,62,57,223.3774,9881.125,321.0715,13958.8701,2.9043,12.5165,6.3344,       NaN,60.2857
1/5/17 6:00,0,0.0977,13.0428,13.412,13.5903,14.7359,67,60,65,62,67,66,0.1738,0.2682,68,78,58,60,62,57,223.6356,9888.7393,319.9087,13959.8027,2.8816,12.4322,6.283,       NaN,60.3004
1/5/17 7:00,0,0.0977,12.9494,12.7778,13.7997,14.3111,68,60,66,62,67,66,0.1788,0.2719,69,78,58,60,62,57,220.4482,9917.3467,316.3567,14124.1738,2.7954,12.3832,6.1784,       NaN,60.6422
1/5/17 8:00,0,0.0977,12.7021,12.9343,13.6711,14.9117,68,60,65,62,67,66,0.1929,0.2822,70,79,58,60,63,57,216.8581,9827.4248,314.0205,14039.7061,2.7548,12.5934,6.2092,       NaN,60.9955
1/5/17 9:00,0,0.0977,12.5886,12.9645,13.6509,15.0017,68,60,65,62,67,66,0.1976,0.2861,71,79,58,60,64,57,215.3302,9679.5635,312.9012,13732.2207,2.7661,12.5414,6.2293,       NaN,60.2686
1/5/17 10:00,0,0.0977,12.5532,12.6718,13.444,14.7333,68,60,65,62,67,66,0.1986,0.287,71,79,58,60,64,57,210.9627,9454.8184,306.2837,13445.4824,2.7155,12.3143,6.1137,       NaN,59.6451
1/5/17 11:00,0,0.0977,12.7097,12.872,13.719,14.7518,68,60,65,62,67,66,0.1882,0.2764,69.8889,78,58,60,63,57,213.4951,9460.8232,308.3995,13363.8867,2.7531,12.1736,6.1141,       NaN,59.1396
1/5/17 12:00,0,0.0977,12.2681,12.7778,13.4288,14.7544,67,60,65,62,67,66,0.1869,0.278,69,78,58,60,63,57,208.9078,9242.3584,302.475,13004.4346,2.6928,11.8799,5.9909,       NaN,58.2287
1/5/17 13:00,0,0.0977,12.1445,12.803,13.1891,14.3406,68,60,65,62,67,66,0.1954,0.2853,71,79,58,60,64,57,209.8396,9228.3955,303.2708,13089.2158,2.7187,12.0542,6.0419,       NaN,58.4729
1/5/17 14:00,0,0.0977,12.4195,12.6163,13.5171,14.9217,68,60,65,62,67,66,0.1987,0.2879,71,79,58,60,64,57,213.3397,9387.7031,308.218,13280.8398,2.7546,12.2623,6.1366,       NaN,58.9874
1/5/17 15:00,0,0.0977,12.6113,13.0386,13.4086,15.0286,68,60,65,62,67,66,0.2002,0.2891,71,79,58,60,64,57,211.4842,9436.457,307.9642,13353.2695,2.7546,12.3832,6.1856,       NaN,59.5417
